ccode,name,isic3rev2,isicnames,ID_elast,ID_elast_se
"CPV","CAPE VERDE","352","Other chemicals",-1.01474,.0066195
"CPV","CAPE VERDE","353","Petroleum refineries",-.2205566,1.126306
"CPV","CAPE VERDE","354","Miscellaneous petroleum and coal products",-1.011106,.0360211
"CPV","CAPE VERDE","355","Rubber products",-1.023842,.0455348
"CPV","CAPE VERDE","356","Plastic products",-1.002815,.0241621
"CPV","CAPE VERDE","361","Pottery  china  earthenware",-.95797,.0725105
"CPV","CAPE VERDE","362","Glass and products",-1.006117,.002997
"CPV","CAPE VERDE","369","Other non-metallic mineral products",-1.009923,.0248271
"CPV","CAPE VERDE","371","Iron and steel",-1.010886,.0173121
"CPV","CAPE VERDE","372","Non-ferrous metals",-1.019965,.0659217
"CPV","CAPE VERDE","381","Fabricated metal products",-1.012268,.0151828
"CPV","CAPE VERDE","382","Machinery  except electrical",-.9980794,.0405424
"CPV","CAPE VERDE","383","Machinery  electric",-1.37485,.4260013
"CPV","CAPE VERDE","384","Transport equipment",-1.059081,.006408
"CPV","CAPE VERDE","385","Professional and scientific equipment",-.9803324,.0139922
"CPV","CAPE VERDE","390","Other manufactured products",-1.041183,.0374491
"CRI","COSTA RICA","311","Food products",-1.079826,.0588183
"CRI","COSTA RICA","313","Beverages",-1.407528,.2283899
"CRI","COSTA RICA","314","Tobacco",-.9915636,1.220036
"CRI","COSTA RICA","321","Textiles",-1.238949,.1873552
"CRI","COSTA RICA","322","Wearing apparel  except footwear",-1.003727,.0545372
"CRI","COSTA RICA","323","Leather products",-1.021769,.1538904
"CRI","COSTA RICA","324","Footwear  except rubber or plastic",-.8307382,.2330216
"CRI","COSTA RICA","331","Wood products  except furniture",-.6056288,.4188764
"CRI","COSTA RICA","332","Furniture  except metal",-.9988534,.0135747
"CRI","COSTA RICA","341","Paper and products",-1.068934,.0396156
"CRI","COSTA RICA","342","Printing and publishing",-1.105177,.2119724
"CRI","COSTA RICA","351","Industrial chemicals",-1.033908,.0041249
"CRI","COSTA RICA","352","Other chemicals",-1.017337,.0055498
"CRI","COSTA RICA","353","Petroleum refineries",-.7528721,.3483166
"CRI","COSTA RICA","354","Miscellaneous petroleum and coal products",-1.012968,.0423477
"CRI","COSTA RICA","355","Rubber products",-1.025341,.0494906
"CRI","COSTA RICA","356","Plastic products",-.9941926,.0347594
"CRI","COSTA RICA","361","Pottery  china  earthenware",-.8747634,.2109739
"CRI","COSTA RICA","362","Glass and products",-1.005694,.0062928
"CRI","COSTA RICA","369","Other non-metallic mineral products",-.8314679,.2609743
"CRI","COSTA RICA","371","Iron and steel",-1.011493,.0158907
"CRI","COSTA RICA","372","Non-ferrous metals",-1.01003,.0126077
"CRI","COSTA RICA","381","Fabricated metal products",-.9897174,.0320356
"CRI","COSTA RICA","382","Machinery  except electrical",-1.010471,.0337402
"CRI","COSTA RICA","383","Machinery  electric",-1.28138,.2973492
"CRI","COSTA RICA","384","Transport equipment",-1.021127,.0063038
"CRI","COSTA RICA","385","Professional and scientific equipment",-.9913738,.0092787
"CRI","COSTA RICA","390","Other manufactured products",-1.035935,.0309909
"CYP","CYPRUS","311","Food products",-1.056742,.0289107
"CYP","CYPRUS","313","Beverages",-1.183387,.1023555
"CYP","CYPRUS","314","Tobacco",-1.034353,.0042706
"CYP","CYPRUS","321","Textiles",-1.111928,.0774071
"CYP","CYPRUS","322","Wearing apparel  except footwear",-.9961621,.0653424
"CYP","CYPRUS","323","Leather products",-1.011439,.0595816
"CYP","CYPRUS","324","Footwear  except rubber or plastic",-.8898683,.1518127
"CYP","CYPRUS","331","Wood products  except furniture",-.9327338,.0769196
"CYP","CYPRUS","332","Furniture  except metal",-1.001909,.0058151
"CYP","CYPRUS","341","Paper and products",-1.097892,.0668155
"CYP","CYPRUS","342","Printing and publishing",-1.071048,.1386047
"CYP","CYPRUS","351","Industrial chemicals",-1.019362,.0083397
"CYP","CYPRUS","352","Other chemicals",-1.015277,.006361
"CYP","CYPRUS","353","Petroleum refineries",-.8349941,.2375757
"CYP","CYPRUS","354","Miscellaneous petroleum and coal products",-1.00361,.0109161
"CYP","CYPRUS","355","Rubber products",-1.024738,.0477633
"CYP","CYPRUS","356","Plastic products",-.9860111,.0516182
"CYP","CYPRUS","361","Pottery  china  earthenware",-.9658761,.0606347
"CYP","CYPRUS","362","Glass and products",-1.005558,.0042864
"CYP","CYPRUS","369","Other non-metallic mineral products",-.9088752,.1444058
"CYP","CYPRUS","371","Iron and steel",-1.011534,.0157128
"CYP","CYPRUS","372","Non-ferrous metals",-1.010653,.010817
"CYP","CYPRUS","381","Fabricated metal products",-1.002426,.0205135
"CYP","CYPRUS","382","Machinery  except electrical",-1.029036,.0255526
"CYP","CYPRUS","383","Machinery  electric",-1.396448,.4420871
"CYP","CYPRUS","384","Transport equipment",-1.046307,.0062928
"CYP","CYPRUS","385","Professional and scientific equipment",-.9946669,.0075785
"CYP","CYPRUS","390","Other manufactured products",-1.027874,.0187432
"CZE","CZECH REP","311","Food products",-1.067018,.0445197
"CZE","CZECH REP","313","Beverages",-1.425026,.2375456
"CZE","CZECH REP","314","Tobacco",-1.000212,.0311762
"CZE","CZECH REP","321","Textiles",-1.141389,.1039764
"CZE","CZECH REP","322","Wearing apparel  except footwear",-.9864674,.0935163
"CZE","CZECH REP","323","Leather products",-1.011471,.0604114
"CZE","CZECH REP","324","Footwear  except rubber or plastic",-.85471,.204878
"CZE","CZECH REP","331","Wood products  except furniture",-.890738,.1253267
"CZE","CZECH REP","332","Furniture  except metal",-1.00428,.0032413
"CZE","CZECH REP","341","Paper and products",-1.090384,.0615562
"CZE","CZECH REP","342","Printing and publishing",-1.070489,.1428965
"CZE","CZECH REP","351","Industrial chemicals",-1.033111,.0043692
"CZE","CZECH REP","352","Other chemicals",-1.022369,.0046546
"CZE","CZECH REP","353","Petroleum refineries",-.8904161,.1600598
"CZE","CZECH REP","354","Miscellaneous petroleum and coal products",-1.002087,.0042021
"CZE","CZECH REP","355","Rubber products",-1.019618,.0311901
"CZE","CZECH REP","356","Plastic products",-1.002907,.0248147
"CZE","CZECH REP","361","Pottery  china  earthenware",-.937826,.1157599
"CZE","CZECH REP","362","Glass and products",-1.00577,.0035732
"CZE","CZECH REP","369","Other non-metallic mineral products",-.8971601,.1630512
"CZE","CZECH REP","371","Iron and steel",-1.021999,.0088376
"CZE","CZECH REP","372","Non-ferrous metals",-1.014758,.0061683
"CZE","CZECH REP","381","Fabricated metal products",-1.012326,.0159898
"CZE","CZECH REP","382","Machinery  except electrical",-1.071714,.015649
"CZE","CZECH REP","383","Machinery  electric",-1.242294,.2240365
"CZE","CZECH REP","384","Transport equipment",-1.039878,.0068791
"CZE","CZECH REP","385","Professional and scientific equipment",-1.006018,.0044089
"CZE","CZECH REP","390","Other manufactured products",-1.029841,.0225244
"DEU","GERMANY","311","Food products",-1.093373,.0720993
"DEU","GERMANY","313","Beverages",-1.456692,.2571014
"DEU","GERMANY","314","Tobacco",-.9962691,.132194
"DEU","GERMANY","321","Textiles",-1.395093,.3266473
"DEU","GERMANY","322","Wearing apparel  except footwear",-.9963376,.0632319
"DEU","GERMANY","323","Leather products",-1.024295,.1714179
"DEU","GERMANY","324","Footwear  except rubber or plastic",-.8431339,.2206159
"DEU","GERMANY","331","Wood products  except furniture",-.8384527,.1741302
"DEU","GERMANY","332","Furniture  except metal",-1.001632,.005969
"DEU","GERMANY","341","Paper and products",-1.188006,.1376499
"DEU","GERMANY","342","Printing and publishing",-1.357905,.7488677
"DEU","GERMANY","351","Industrial chemicals",-1.017101,.0103079
"DEU","GERMANY","352","Other chemicals",-.9965898,.0209835
"DEU","GERMANY","353","Petroleum refineries",-.7330726,.3811489
"DEU","GERMANY","354","Miscellaneous petroleum and coal products",-1.00516,.0162554
"DEU","GERMANY","355","Rubber products",-1.042333,.0926769
"DEU","GERMANY","356","Plastic products",-.9598138,.1108459
"DEU","GERMANY","361","Pottery  china  earthenware",-.8242435,.2922243
"DEU","GERMANY","362","Glass and products",-1.008457,.0130721
"DEU","GERMANY","369","Other non-metallic mineral products",-.7215741,.4176222
"DEU","GERMANY","371","Iron and steel",-1.006139,.0294299
"DEU","GERMANY","372","Non-ferrous metals",-1.009953,.0130752
"DEU","GERMANY","381","Fabricated metal products",-.96646,.0583281
"DEU","GERMANY","382","Machinery  except electrical",-.9800729,.0526728
"DEU","GERMANY","383","Machinery  electric",-1.594121,.7094951
"DEU","GERMANY","384","Transport equipment",-1.017595,.0079973
"DEU","GERMANY","385","Professional and scientific equipment",-.9858834,.0112414
"DEU","GERMANY","390","Other manufactured products",-1.046119,.0432738
"DMA","DOMINICA","311","Food products",-1.085019,.0089334
"DMA","DOMINICA","313","Beverages",-1.072614,.0352513
"DMA","DOMINICA","314","Tobacco",-.997878,.0800783
"DMA","DOMINICA","321","Textiles",-1.356447,.2987317
"DMA","DOMINICA","322","Wearing apparel  except footwear",-.981239,.1090929
"DMA","DOMINICA","323","Leather products",-1.039353,.2962436
"DMA","DOMINICA","324","Footwear  except rubber or plastic",-.8389081,.2234305
"DMA","DOMINICA","331","Wood products  except furniture",-.9936585,.0246715
"DMA","DOMINICA","332","Furniture  except metal",-1.002442,.0048597
"DMA","DOMINICA","341","Paper and products",-1.061065,.0286746
"DMA","DOMINICA","342","Printing and publishing",-1.037777,.0567281
"DMA","DOMINICA","351","Industrial chemicals",-1.035676,.0040817
"DMA","DOMINICA","352","Other chemicals",-1.025404,.0042529
"DMA","DOMINICA","353","Petroleum refineries",-.8474932,.2287726
"DMA","DOMINICA","354","Miscellaneous petroleum and coal products",-1.003099,.0091145
"DMA","DOMINICA","355","Rubber products",-1.019106,.0289767
"DMA","DOMINICA","356","Plastic products",-1.009066,.0190612
"DMA","DOMINICA","361","Pottery  china  earthenware",-.9486241,.0877418
"DMA","DOMINICA","362","Glass and products",-1.005912,.0032813
"DMA","DOMINICA","369","Other non-metallic mineral products",-.9686484,.0633599
"DMA","DOMINICA","371","Iron and steel",-1.012658,.0144003
"DMA","DOMINICA","372","Non-ferrous metals",-1.023201,.0784176
"DMA","DOMINICA","381","Fabricated metal products",-1.016409,.013723
"DMA","DOMINICA","382","Machinery  except electrical",-1.021978,.0284907
"DMA","DOMINICA","383","Machinery  electric",-1.362709,.4030593
"DMA","DOMINICA","384","Transport equipment",-1.031136,.0053793
"DMA","DOMINICA","385","Professional and scientific equipment",-.9826537,.0135244
"DMA","DOMINICA","390","Other manufactured products",-1.038004,.0356064
"DNK","DENMARK","311","Food products",-1.069108,.047311
"DNK","DENMARK","313","Beverages",-1.256596,.1418039
"DNK","DENMARK","314","Tobacco",-.9905494,.3138007
"DNK","DENMARK","321","Textiles",-1.347416,.2898439
"DNK","DENMARK","322","Wearing apparel  except footwear",-.9961363,.0634259
"DNK","DENMARK","323","Leather products",-1.026816,.1912394
"DNK","DENMARK","324","Footwear  except rubber or plastic",-.8547094,.2028723
"DNK","DENMARK","331","Wood products  except furniture",-.934857,.0742405
"DNK","DENMARK","332","Furniture  except metal",-1.001521,.0062046
"DNK","DENMARK","341","Paper and products",-1.122487,.0887138
"DNK","DENMARK","342","Printing and publishing",-1.142932,.2917503
"DNK","DENMARK","351","Industrial chemicals",-1.018745,.0087776
"DNK","DENMARK","352","Other chemicals",-1.004674,.0116675
"DNK","DENMARK","353","Petroleum refineries",-.7996646,.2910113
"DNK","DENMARK","354","Miscellaneous petroleum and coal products",-1.008384,.0271172
"DNK","DENMARK","355","Rubber products",-1.039912,.0862116
"DNK","DENMARK","356","Plastic products",-.9767662,.0706908
"DNK","DENMARK","361","Pottery  china  earthenware",-.9006361,.1671303
"DNK","DENMARK","362","Glass and products",-1.006366,.0083401
"DNK","DENMARK","369","Other non-metallic mineral products",-.634316,.5458837
"DNK","DENMARK","371","Iron and steel",-1.009391,.0193302
"DNK","DENMARK","372","Non-ferrous metals",-1.009863,.0212457
"DNK","DENMARK","381","Fabricated metal products",-.9822763,.0386789
"DNK","DENMARK","382","Machinery  except electrical",-1.003296,.0377578
"DNK","DENMARK","383","Machinery  electric",-1.536373,.6226698
"DNK","DENMARK","384","Transport equipment",-1.016024,.0076029
"DNK","DENMARK","385","Professional and scientific equipment",-.9868515,.0108019
"DNK","DENMARK","390","Other manufactured products",-1.041313,.0373656
"DZA","ALGERIA","311","Food products",-1.055775,.0251665
"DZA","ALGERIA","313","Beverages",-8.237344,4.566494
"DZA","ALGERIA","314","Tobacco",-.9963932,.1391992
"DZA","ALGERIA","321","Textiles",-1.742312,.6715524
"DZA","ALGERIA","322","Wearing apparel  except footwear",-.7842919,1.047415
"DZA","ALGERIA","323","Leather products",-1.128954,.9826152
"DZA","ALGERIA","331","Wood products  except furniture",-.9196432,.0898242
"DZA","ALGERIA","332","Furniture  except metal",-.9878805,.0769733
"DZA","ALGERIA","341","Paper and products",-1.24669,.1915613
"DZA","ALGERIA","342","Printing and publishing",-1.775109,1.5951
"DZA","ALGERIA","351","Industrial chemicals",-1.014895,.0150453
"DZA","ALGERIA","352","Other chemicals",-1.007709,.010271
"DZA","ALGERIA","353","Petroleum refineries",-.4839705,.7534251
"DZA","ALGERIA","354","Miscellaneous petroleum and coal products",-1.010828,.0367113
"DZA","ALGERIA","355","Rubber products",-1.029649,.0621621
"DZA","ALGERIA","356","Plastic products",-.9121708,.2388986
"DZA","ALGERIA","361","Pottery  china  earthenware",-.7393344,.4350466
"DZA","ALGERIA","362","Glass and products",-1.007891,.011947
"DZA","ALGERIA","369","Other non-metallic mineral products",-.8469908,.2471409
"DZA","ALGERIA","371","Iron and steel",-1.015597,.0116417
"DZA","ALGERIA","372","Non-ferrous metals",-1.01222,.0356965
"DZA","ALGERIA","381","Fabricated metal products",-.9738877,.048198
"DZA","ALGERIA","382","Machinery  except electrical",-.996482,.0412045
"DZA","ALGERIA","383","Machinery  electric",-1.74467,.9044569
"DZA","ALGERIA","384","Transport equipment",-.9987977,.0137081
"DZA","ALGERIA","385","Professional and scientific equipment",-.9745721,.0169978
"DZA","ALGERIA","390","Other manufactured products",-1.213893,.2235643
"EGY","EGYPT","311","Food products",-1.066644,.0442289
"EGY","EGYPT","313","Beverages",-31.59551,17.30034
"EGY","EGYPT","314","Tobacco",-.9985257,.0699541
"EGY","EGYPT","321","Textiles",-1.546865,.4716581
"EGY","EGYPT","323","Leather products",-1.248757,2.134059
"EGY","EGYPT","331","Wood products  except furniture",-.9573988,.0534888
"EGY","EGYPT","332","Furniture  except metal",-.9842535,.0931995
"EGY","EGYPT","341","Paper and products",-1.174767,.1325605
"EGY","EGYPT","342","Printing and publishing",-1.848679,1.767538
"EGY","EGYPT","351","Industrial chemicals",-1.019593,.0082206
"EGY","EGYPT","352","Other chemicals",-.9982986,.0183937
"EGY","EGYPT","353","Petroleum refineries",-.5730398,.6380796
"EGY","EGYPT","354","Miscellaneous petroleum and coal products",-1.027556,.091837
"EGY","EGYPT","355","Rubber products",-1.045344,.1003291
"EGY","EGYPT","356","Plastic products",-.9019168,.2661314
"EGY","EGYPT","361","Pottery  china  earthenware",-.7604043,.4114966
"EGY","EGYPT","362","Glass and products",-1.007842,.0117747
"EGY","EGYPT","369","Other non-metallic mineral products",-.7648979,.3871653
"EGY","EGYPT","371","Iron and steel",-1.011683,.015917
"EGY","EGYPT","372","Non-ferrous metals",-1.011145,.0298378
"EGY","EGYPT","381","Fabricated metal products",-.9536645,.0760068
"EGY","EGYPT","382","Machinery  except electrical",-.9779981,.0556289
"EGY","EGYPT","383","Machinery  electric",-1.948943,1.136306
"EGY","EGYPT","384","Transport equipment",-.9898989,.0187259
"EGY","EGYPT","385","Professional and scientific equipment",-.9699102,.0199766
"EGY","EGYPT","390","Other manufactured products",-1.171736,.176409
"ESP","SPAIN","311","Food products",-1.102472,.0810913
"ESP","SPAIN","313","Beverages",-1.458202,.2543507
"ESP","SPAIN","314","Tobacco",-.9987384,.0590537
"ESP","SPAIN","321","Textiles",-1.456888,.3738955
"ESP","SPAIN","322","Wearing apparel  except footwear",-.9727861,.1361969
"ESP","SPAIN","323","Leather products",-1.022562,.1594279
"ESP","SPAIN","324","Footwear  except rubber or plastic",-.5070834,.6847942
"ESP","SPAIN","331","Wood products  except furniture",-.8015718,.2089871
"ESP","SPAIN","332","Furniture  except metal",-.9982312,.0160143
"ESP","SPAIN","341","Paper and products",-1.202918,.1490269
"ESP","SPAIN","342","Printing and publishing",-1.360106,.7470171
"ESP","SPAIN","351","Industrial chemicals",-1.018098,.0093193
"ESP","SPAIN","352","Other chemicals",-1.000534,.0161496
"ESP","SPAIN","353","Petroleum refineries",-.7627587,.3409388
"ESP","SPAIN","354","Miscellaneous petroleum and coal products",-1.006364,.0197992
"ESP","SPAIN","355","Rubber products",-1.039595,.0887238
"ESP","SPAIN","356","Plastic products",-.9517397,.1346505
"ESP","SPAIN","361","Pottery  china  earthenware",-.8213658,.3085602
"ESP","SPAIN","362","Glass and products",-1.007895,.0118617
"ESP","SPAIN","369","Other non-metallic mineral products",-.5404918,.688789
"ESP","SPAIN","371","Iron and steel",-1.005953,.0305796
"ESP","SPAIN","372","Non-ferrous metals",-1.009914,.0213869
"ESP","SPAIN","381","Fabricated metal products",-.9601798,.0668821
"ESP","SPAIN","382","Machinery  except electrical",-.9818614,.0516444
"ESP","SPAIN","383","Machinery  electric",-1.680434,.8108979
"ESP","SPAIN","384","Transport equipment",-1.030618,.0064149
"ESP","SPAIN","385","Professional and scientific equipment",-.9873111,.0108734
"ESP","SPAIN","390","Other manufactured products",-1.052636,.0503214
"EST","ESTONIA","311","Food products",-1.071817,.0117834
"EST","ESTONIA","313","Beverages",-1.082285,.0417708
"EST","ESTONIA","314","Tobacco",-1.005378,.0057566
"EST","ESTONIA","321","Textiles",-1.094984,.0496285
"EST","ESTONIA","322","Wearing apparel  except footwear",-1.010564,.0365089
"EST","ESTONIA","323","Leather products",-1.010551,.0358202
"EST","ESTONIA","324","Footwear  except rubber or plastic",-.9493162,.0784744
"EST","ESTONIA","331","Wood products  except furniture",-.976963,.036294
"EST","ESTONIA","332","Furniture  except metal",-1.006798,.0021745
"EST","ESTONIA","341","Paper and products",-1.065445,.0362849
"EST","ESTONIA","342","Printing and publishing",-1.055216,.1047197
"EST","ESTONIA","351","Industrial chemicals",-1.040406,.0049308
"EST","ESTONIA","352","Other chemicals",-1.035052,.0034579
"EST","ESTONIA","353","Petroleum refineries",-.967705,.0505334
"EST","ESTONIA","354","Miscellaneous petroleum and coal products",-1.002096,.0025868
"EST","ESTONIA","355","Rubber products",-1.018526,.0259106
"EST","ESTONIA","356","Plastic products",-1.009024,.0178388
"EST","ESTONIA","361","Pottery  china  earthenware",-.9603893,.0686442
"EST","ESTONIA","362","Glass and products",-1.007695,.0020747
"EST","ESTONIA","369","Other non-metallic mineral products",-.9356098,.1060469
"EST","ESTONIA","371","Iron and steel",-1.0298,.0061795
"EST","ESTONIA","372","Non-ferrous metals",-1.013064,.0086814
"EST","ESTONIA","381","Fabricated metal products",-1.028643,.0096378
"EST","ESTONIA","382","Machinery  except electrical",-1.074754,.0163072
"EST","ESTONIA","383","Machinery  electric",-1.218502,.1006162
"EST","ESTONIA","384","Transport equipment",-1.068645,.0081338
"EST","ESTONIA","385","Professional and scientific equipment",-1.008232,.0045149
"EST","ESTONIA","390","Other manufactured products",-1.027063,.0171963
"ETH","ETHIOPIA","311","Food products",-1.128895,.118349
"ETH","ETHIOPIA","313","Beverages",-1.716821,.4215066
"ETH","ETHIOPIA","314","Tobacco",-.993809,.2262123
"ETH","ETHIOPIA","321","Textiles",-1.245876,.193389
"ETH","ETHIOPIA","322","Wearing apparel  except footwear",-.9556647,.2021999
"ETH","ETHIOPIA","323","Leather products",-1.085914,.6574375
"ETH","ETHIOPIA","324","Footwear  except rubber or plastic",-.548943,.6467828
"ETH","ETHIOPIA","331","Wood products  except furniture",-.7285444,.3183964
"ETH","ETHIOPIA","332","Furniture  except metal",-.9970146,.0217834
"ETH","ETHIOPIA","341","Paper and products",-1.315268,.2453091
"ETH","ETHIOPIA","342","Printing and publishing",-1.176,.3723805
"ETH","ETHIOPIA","351","Industrial chemicals",-1.01856,.0089157
"ETH","ETHIOPIA","352","Other chemicals",-1.004418,.0121855
"ETH","ETHIOPIA","353","Petroleum refineries",-.8450842,.2659701
"ETH","ETHIOPIA","354","Miscellaneous petroleum and coal products",-1.02323,.0807392
"ETH","ETHIOPIA","355","Rubber products",-1.019606,.0310746
"ETH","ETHIOPIA","356","Plastic products",-.9532326,.1323225
"ETH","ETHIOPIA","361","Pottery  china  earthenware",-.8697598,.2222761
"ETH","ETHIOPIA","362","Glass and products",-1.007442,.011103
"ETH","ETHIOPIA","369","Other non-metallic mineral products",-.5978553,.597605
"ETH","ETHIOPIA","371","Iron and steel",-1.013028,.0136318
"ETH","ETHIOPIA","372","Non-ferrous metals",-1.019968,.0678396
"ETH","ETHIOPIA","381","Fabricated metal products",-.980714,.0404489
"ETH","ETHIOPIA","382","Machinery  except electrical",-.9853874,.0480186
"ETH","ETHIOPIA","383","Machinery  electric",-1.697977,.8281932
"ETH","ETHIOPIA","384","Transport equipment",-1.022187,.0072275
"ETH","ETHIOPIA","385","Professional and scientific equipment",-.9759589,.0162521
"ETH","ETHIOPIA","390","Other manufactured products",-1.114147,.1182132
"FIN","FINLAND","311","Food products",-1.113825,.0915214
"FIN","FINLAND","313","Beverages",-1.752566,.4444238
"FIN","FINLAND","314","Tobacco",-.9958995,.1388473
"FIN","FINLAND","321","Textiles",-1.449933,.3685687
"FIN","FINLAND","322","Wearing apparel  except footwear",-.9826534,.1038779
"FIN","FINLAND","323","Leather products",-1.033746,.2456887
"FIN","FINLAND","324","Footwear  except rubber or plastic",-.7257913,.3789413
"FIN","FINLAND","331","Wood products  except furniture",-.6860964,.3346788
"FIN","FINLAND","332","Furniture  except metal",-1.000029,.0098538
"FIN","FINLAND","341","Paper and products",-1.257786,.1947695
"FIN","FINLAND","342","Printing and publishing",-1.224636,.4643774
"FIN","FINLAND","351","Industrial chemicals",-1.018957,.0084276
"FIN","FINLAND","352","Other chemicals",-1.00352,.0130121
"FIN","FINLAND","353","Petroleum refineries",-.7324593,.3855744
"FIN","FINLAND","354","Miscellaneous petroleum and coal products",-1.005042,.0160554
"FIN","FINLAND","355","Rubber products",-1.040715,.0890571
"FIN","FINLAND","356","Plastic products",-.9665654,.0950554
"FIN","FINLAND","361","Pottery  china  earthenware",-.8002962,.331785
"FIN","FINLAND","362","Glass and products",-1.008452,.0130408
"FIN","FINLAND","369","Other non-metallic mineral products",-.6807208,.4787327
"FIN","FINLAND","371","Iron and steel",-1.008154,.0222832
"FIN","FINLAND","372","Non-ferrous metals",-1.009658,.0155981
"FIN","FINLAND","381","Fabricated metal products",-.9734547,.0494627
"FIN","FINLAND","382","Machinery  except electrical",-1.004545,.0360366
"FIN","FINLAND","383","Machinery  electric",-1.405458,.4622506
"FIN","FINLAND","384","Transport equipment",-1.015598,.0073793
"FIN","FINLAND","385","Professional and scientific equipment",-.9871095,.0108181
"FIN","FINLAND","390","Other manufactured products",-1.049761,.04739
"FRA","FRANCE,MONAC","311","Food products",-1.089936,.0685422
"FRA","FRANCE,MONAC","313","Beverages",-1.719209,.4022724
"FRA","FRANCE,MONAC","314","Tobacco",-1.000177,.029216
"FRA","FRANCE,MONAC","321","Textiles",-1.468257,.3889511
"FRA","FRANCE,MONAC","322","Wearing apparel  except footwear",-.9867989,.089663
"FRA","FRANCE,MONAC","323","Leather products",-1.026351,.1870003
"FRA","FRANCE,MONAC","324","Footwear  except rubber or plastic",-.8009046,.277291
"FRA","FRANCE,MONAC","331","Wood products  except furniture",-.7347727,.2849583
"FRA","FRANCE,MONAC","332","Furniture  except metal",-1.000784,.0076056
"FRA","FRANCE,MONAC","341","Paper and products",-1.177701,.132015
"FRA","FRANCE,MONAC","342","Printing and publishing",-1.218459,.4522774
"FRA","FRANCE,MONAC","351","Industrial chemicals",-1.018623,.0089591
"FRA","FRANCE,MONAC","352","Other chemicals",-1.002478,.0136891
"FRA","FRANCE,MONAC","353","Petroleum refineries",-.6815053,.4675932
"FRA","FRANCE,MONAC","354","Miscellaneous petroleum and coal products",-1.006085,.0199431
"FRA","FRANCE,MONAC","355","Rubber products",-1.050002,.1105642
"FRA","FRANCE,MONAC","356","Plastic products",-.9677465,.09247
"FRA","FRANCE,MONAC","361","Pottery  china  earthenware",-.7811751,.3632502
"FRA","FRANCE,MONAC","362","Glass and products",-1.007156,.0103167
"FRA","FRANCE,MONAC","369","Other non-metallic mineral products",-.6433545,.5332064
"FRA","FRANCE,MONAC","371","Iron and steel",-1.005772,.0313775
"FRA","FRANCE,MONAC","372","Non-ferrous metals",-1.009623,.016735
"FRA","FRANCE,MONAC","381","Fabricated metal products",-.9651332,.0602337
"FRA","FRANCE,MONAC","382","Machinery  except electrical",-.9854864,.0491403
"FRA","FRANCE,MONAC","383","Machinery  electric",-1.622496,.7301627
"FRA","FRANCE,MONAC","384","Transport equipment",-1.020945,.0069367
"FRA","FRANCE,MONAC","385","Professional and scientific equipment",-.9858603,.0114079
"FRA","FRANCE,MONAC","390","Other manufactured products",-1.046058,.0435507
"GAB","GABON","311","Food products",-1.057178,.0303753
"GAB","GABON","313","Beverages",-1.163137,.0918333
"GAB","GABON","314","Tobacco",-1.000556,.0261816
"GAB","GABON","321","Textiles",-2.055643,.8995085
"GAB","GABON","322","Wearing apparel  except footwear",-.8843446,.5057806
"GAB","GABON","323","Leather products",-1.101134,.7551218
"GAB","GABON","324","Footwear  except rubber or plastic",-.3924919,.8738694
"GAB","GABON","332","Furniture  except metal",-.9995246,.0111731
"GAB","GABON","341","Paper and products",-1.346422,.2607226
"GAB","GABON","342","Printing and publishing",-1.105263,.2127905
"GAB","GABON","351","Industrial chemicals",-1.014895,.0232571
"GAB","GABON","352","Other chemicals",-1.006231,.0103718
"GAB","GABON","353","Petroleum refineries",-.4753165,.7824647
"GAB","GABON","354","Miscellaneous petroleum and coal products",-1.008832,.0295033
"GAB","GABON","355","Rubber products",-1.029616,.0618315
"GAB","GABON","356","Plastic products",-.943926,.1499383
"GAB","GABON","361","Pottery  china  earthenware",-.8541749,.2435875
"GAB","GABON","362","Glass and products",-1.007621,.0115083
"GAB","GABON","369","Other non-metallic mineral products",-.7544791,.3682587
"GAB","GABON","371","Iron and steel",-1.007131,.0257549
"GAB","GABON","372","Non-ferrous metals",-1.017017,.0546209
"GAB","GABON","381","Fabricated metal products",-.983983,.0380864
"GAB","GABON","382","Machinery  except electrical",-.9979382,.0398829
"GAB","GABON","383","Machinery  electric",-1.859834,1.040358
"GAB","GABON","384","Transport equipment",-1.026906,.0078104
"GAB","GABON","385","Professional and scientific equipment",-.9823521,.0129448
"GAB","GABON","390","Other manufactured products",-1.131806,.1368772
"GBR","UNTD.KINGDOM","311","Food products",-1.082093,.0610503
"GBR","UNTD.KINGDOM","313","Beverages",-1.26622,.1502158
"GBR","UNTD.KINGDOM","314","Tobacco",-.9955557,.1554326
"GBR","UNTD.KINGDOM","321","Textiles",-1.387733,.3217667
"GBR","UNTD.KINGDOM","322","Wearing apparel  except footwear",-.9882929,.0853012
"GBR","UNTD.KINGDOM","323","Leather products",-1.028288,.2034379
"GBR","UNTD.KINGDOM","324","Footwear  except rubber or plastic",-.8329604,.2333029
"GBR","UNTD.KINGDOM","331","Wood products  except furniture",-.8502723,.1617051
"GBR","UNTD.KINGDOM","332","Furniture  except metal",-1.000109,.0095041
"GBR","UNTD.KINGDOM","341","Paper and products",-1.167971,.1258815
"GBR","UNTD.KINGDOM","342","Printing and publishing",-1.197118,.4069188
"GBR","UNTD.KINGDOM","351","Industrial chemicals",-1.016933,.010537
"GBR","UNTD.KINGDOM","352","Other chemicals",-1.001626,.0146316
