ccode,year,isic,imp_tv,imp_q,imp_uv,exp_tv,exp_q,exp_uv,mir_imp_tv,mir_imp_q,mir_imp_uv,mir_exp_tv,mir_exp_q,mir_exp_uv,ntb_core_s,ntb_core_w,ave_core_sim,ave_core_wgt,tar_savg_ahs,tar_iwahs,tar_savg_mfn,tar_iwmfn,tar_hs_lines,name,isicnames,ID_elast,ID_elast_se,ccode_isic,ccode_year,ind_prod_index,n_establ,n_employees,n_female_emp,wage_bill,output,gdp_c2000,gdp_current,gdp_pcppp_c2000,gdp_pcppp_current,pop,tau_imput,tau,tauhat,inv_imp_pen,inv_imp_pen_elast,alpha,X,Y,X2,Y2,net_imp_tv
IDN,1999,381,548856.7,1976e5,2.777335,605840.1,2468e5,2.45486,553292.5,2222e6,0.2465981,613225.7,2849e5,2.483917,1.025,1.0011532,1.0120149,1.0001359,1.1186,1.1045,1.1259000000000001,1.1045,361,INDONESIA,Fabricated metal products,-0.9634132,0.0608667,IDN-381,IDN-1999,132.0,881.0,109270.0,27871.0,138537.1,1546203.0,157e9,14e10,2955.694,2892.639,208644079.0,0,1.1046359000000001,0.09472433405432515,2.8171342355846254,2.9241183695475894,5.237148378411448e-4,0.09125867378914633,0.25708793422545345,-0.09130649235398337,-0.2572226455415524,-56983.40000000002
IDN,1999,382,3389063.0,5551e5,6.104799,1654251.0,1808e5,9.150783,3118232.0,4101e5,7.873479,2390298.0,1607e5,9.684484,1.0195695,1.0027056,1.0059033,1.0008854,1.024,1.0188,1.0281,1.0188,700,INDONESIA,Machinery  except electrical,-1.013944,0.03272,IDN-382,IDN-1999,18.0,356.0,48991.0,8381.0,65273.34,481024.3,157e9,14e10,2955.694,2892.639,208644079.0,0,1.0196854,0.0193053661452836,0.14193430455556594,0.13998239010790137,2.3480656740803077e-4,0.019574560170813386,0.002778301584825478,-0.019579157485575364,-0.0027789541014990424,1734812.0
IDN,1999,383,932655.8,1529e5,6.099403,2968125.0,3237e5,9.170067,2850640.0,5061e6,10.13509,4518446.0,3399e6,11.17105,1.0,1.0,1.0,1.0,1.0981,1.085,1.1027,1.085,358,INDONESIA,Machinery  electric,-1.771041,0.9593618,IDN-383,IDN-1999,117.0,497.0,218536.0,135023.0,292132.3,4953176.0,157e9,14e10,2955.694,2892.639,208644079.0,0,1.085,0.07834101382488476,5.310829568636146,2.998705037679052,0.0010474105042779574,0.13874514746543778,0.7368518316642294,-0.13889062296287477,-0.7376244272375299,-2035469.2
IDN,1999,384,1275695.0,4688e5,2.72119,587306.7,2223e5,2.641908,965944.1,94614658.0,7.784983,441135.7,77135704.0,4.582389,1.0454545,1.0591146,1.0043013,1.0022364,1.263,1.2216,1.2607,1.2216,254,INDONESIA,Transport equipment,-1.007416,0.010074,IDN-384,IDN-1999,56.0,564.0,107867.0,11989.0,169416.1,3708756.0,157e9,14e10,2955.694,2892.639,208644079.0,0,1.2238364,0.18289732189694632,2.907243502561349,2.8858420975658006,5.169904677716736e-4,0.18425368843613407,0.5356703385289139,-0.1843489951093489,-0.5359474182353685,688388.3
IDN,1999,385,253166.8,13508968.0,18.50846,265695.3,10366379.0,25.29437,352232.7,52963889.0,32.58293,458399.3,5288e5,27.92706,1.0,1.0,1.0,1.0,1.0655999999999999,1.0557,1.0772,1.0557,227,INDONESIA,Professional and scientific equipment,-0.9662345,0.0212467,IDN-385,IDN-1999,72.0,63.0,19587.0,12423.0,19068.28,317580.7,157e9,14e10,2955.694,2892.639,208644079.0,0,1.0557,0.05276120109879708,1.2544326507267147,1.2982693649695956,9.387757416303196e-5,0.050979692763095684,0.06395059112604363,-0.05098447906230998,-0.0639565952160542,-12528.5
IDN,1999,390,98839.69,45352231.0,2.145629,765144.5,1099e5,5.384199,293331.6,1051e6,9.247561,844594.8,1541e6,4.202164,1.0,1.0,1.0,1.0,1.1833,1.1442999999999999,1.1798,1.1442999999999999,232,INDONESIA,Other manufactured products,-1.184207,0.190388,IDN-390,IDN-1999,67.0,499.0,91848.0,65155.0,54991.22,509844.8,157e9,14e10,2955.694,2892.639,208644079.0,0,1.1442999999999999,0.12610329459057928,5.158300273908184,4.35591098001294,4.402137862728422e-4,0.14933240417722618,0.7703013813707534,-0.14939817131188154,-0.7706406279994603,-666304.81
IND,1997,311,1183733.0,2187e6,0.5405612,2694135.0,7955e6,0.3235479,1217490.0,2384e6,0.4970003,2345539.0,7082e6,0.3074221,1.6351350999999998,1.1869099,1.282155,1.4755757,1.2248999999999999,1.2718,1.2711999999999999,1.2721,329,INDIA,Food products,-1.279304,0.2432344,IND-311,IND-1997,169.2877173272047,22803.0,1333822.0,206638.0,1064376.0,285e5,388e9,41e10,2155.463,2056.583,997817250.0,0,1.7473757,0.42771322732712835,24.076375331261357,18.819901549015214,0.0013367397687301958,0.5471752425725046,13.173996512149598,-0.5479076525212213,-13.191630288971252,-1510402.0
IND,1997,313,7073.583,2141232.0,3.303511,9599.809,10639521.0,0.9022783,27980.21,9469906.0,2.951905,5950.711,5887061.0,1.030493,1.9444444,1.9918053,1.2742534,1.060706,2.5763,3.0584000000000002,2.3091,3.0579,22,INDIA,Beverages,-38.68056,22.48397,IND-313,IND-1997,217.44786334286078,624.0,61653.0,3876.0,78731.48,1876007.0,388e9,41e10,2155.463,2056.583,997817250.0,0,3.1191060000000004,0.6793953139136664,265.21311759542516,6.856496327752886,6.178786746771516e-5,26.279391203556408,6969.639269604987,-26.28101505143132,-6970.069935362394,-2526.2259999999997
IND,1997,314,1107.748,106455.0,10.40579,41112.98,10582882.0,3.884857,45012.41,5391262.0,23.2278,5400.61,21062132.0,6.910756,2.0,2.0,1.0341903,1.0116025,1.4,1.4,1.4,1.4,6,INDIA,Tobacco,-0.7810407,7.44616,IND-314,IND-1997,233.42448073304368,7988.0,537692.0,187816.0,208243.3,2211862.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.4116024999999999,0.29158527276623547,1996.719470493289,2556.4858150071937,5.388682145954081e-4,0.2277399655510315,454.7328234252155,-0.22786275354620775,-454.97799660592676,-40005.232
IND,1997,321,509626.8,2445e5,2.081778,4715860.0,1269e6,3.565215,645647.2,2515e5,2.758291,5583289.0,1859e6,3.2874,1.6554054,1.3888109,1.0884813,1.0349172,1.3779,1.3373,1.3798,1.3373,563,INDIA,Textiles,-3.056133,1.735816,IND-321,IND-1997,146.934980447069,16233.0,1529142.0,131768.0,1654077.0,23e6,388e9,41e10,2155.463,2056.583,997817250.0,0,1.3722172,0.27125239357151326,45.13106453585251,14.767375809839594,0.0015324870360779992,0.8289833913228897,37.41290293294321,-0.830255747492551,-37.470325721348786,-4206233.2
IND,1997,322,10766.13,4672719.0,2.167214,3291999.0,8464e5,17.43608,30173.19,32114838.0,7.870157,3774140.0,5509e5,17.30131,1.92,1.6160609,1.2982621,1.1407003,1.3831,1.3425,1.3988,1.3456000000000001,257,1,1,-2.2916160619513373,2.1076442819609285,IND-322,IND-1997,72.53644835606676,3177.0,283131.0,154242.0,222342.8,3258338.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.4832003,0.3257822291432924,302.64709788939945,132.0671044833278,2.837503560897549e-4,0.7465677890030799,225.94657471948761,-0.7467796880054721,-226.0107053376073,-3281232.87
IND,1997,323,122744.6,14510820.0,8.444139,966080.3,76292472.0,20.04944,162952.6,24651674.0,5.73577,1146026.0,64728104.0,17.66158,1.3658537,1.1057813,1.1964628,1.016107,1.1311,1.0753,1.1936,1.0753,47,INDIA,Leather products,-1.098981,0.7438281,IND-323,IND-1997,95.53665909035054,1220.0,51758.0,8454.0,44033.45,1001892.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.091407,0.08375152440840128,8.162412032790037,7.427254914134127,5.187122190962323e-5,0.09204133404586924,0.7512792925300504,-0.09204610858999383,-0.7513182643264641,-843335.7000000001
IND,1997,324,1225.097,203562.0,7.51624759741526,288956.2,34908759.0,5.929099499471335,3650.307,2232766.0,9.978836,370450.2,34620959.0,10.65256,1.9090909,1.9926324,1.6643791000000001,2.008493,1.4,1.4,1.4,1.4,15,1,1,-2.2856789452333883,2.6117263837735667,IND-324,IND-1997,104.72720193763578,423.0,58348.0,22257.0,50973.06,849826.4,388e9,41e10,2155.463,2056.583,997817250.0,0,2.408493,0.5848026130862742,693.6809085321407,303.4900898828158,5.847563769818571e-5,1.3366710198487646,927.2231674572741,-1.3367491871099233,-927.2773905940122,-287731.103
IND,1997,331,32644.3,40765866.0,1.226689,27420.92,63444159.0,1.666837,30194.4,27938979.0,1.099535,83177.45,34790291.0,1.894876,1.1794872,1.1480272,1.1221309,1.045627,1.3054999999999999,1.309,1.3019,1.3126,52,1,1,-3.2020881409922475,2.6158348978991195,IND-331,IND-1997,67.0579748054136,3458.0,66323.0,6218.0,37093.85,486901.5,388e9,41e10,2155.463,2056.583,997817250.0,0,1.354627,0.2617894077114955,14.915360415141388,4.658010572600755,6.646808320862363e-5,0.8382727578703641,12.50314030983103,-0.8383284799575261,-12.503971424844135,5223.380000000001
IND,1997,332,13973.21,2483656.0,5.016616,8639.282,741896.0,4.430728,17673.22,4758084.0,3.138045,96487.84,17140018.0,3.859285,1.8,1.2040222,1.5102625,1.2556997,1.4,1.4,1.4,1.4,23,INDIA,Furniture  except metal,-0.8520969,0.9877845,IND-332,IND-1997,73.45143302668684,328.0,9179.0,75.0,8399.126,61768.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.6556997,0.39602574065816404,4.420458863782911,5.187741985427843,9.199079290320948e-6,0.3374523059350255,1.4916940368744662,-0.3374554102141011,-1.4917077592124215,5333.928
IND,1997,341,775153.8,1764e6,0.4393875,71421.26,80723307.0,0.8847662,639729.6,1484e6,0.3935328,64510.09,65223948.0,0.9323678,1.2711864,1.1133079,1.1234973,1.1291866,1.2239,1.1125,1.2312,1.1125,125,INDIA,Paper and products,-2.088938,0.8434846,IND-341,IND-1997,346.3736595159738,2938.0,180712.0,6861.0,231926.0,3199379.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.2416866,0.19464380142299995,4.127411876197987,1.9758422108257818,1.8110731198523578e-4,0.4065988332569588,1.6782008532330168,-0.40667248461750616,-1.6785048427332383,703732.54
IND,1997,342,165728.5,15556434.0,10.65337,46370.74,20492872.0,2.262774,163810.4,58427714.0,13.54152,61725.74,2347e5,2.512882,1.4444444,1.2593011,1.1828287,1.0215,1.2146,1.1623999999999999,1.2074,1.1623999999999999,27,INDIA,Printing and publishing,-2.380721,2.878446,IND-342,IND-1997,131.89656004007583,3371.0,155952.0,4972.0,270231.6,1944026.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.1839,0.1553340653771433,11.730185212561508,4.927156610355228,1.562931488706975e-4,0.36980707145873803,4.337905441125966,-0.3698648788053031,-4.338583532007821,119357.76000000001
IND,1997,351,4945554.0,1257e7,0.3944901,2208831.0,2078e6,1.514913,4150309.0,1068e7,0.4118757,2685806.0,171e7,1.565156,1.0627943,1.024907,1.0337331,1.0195169,1.2926,1.2488,1.2913999999999999,1.2488,683,INDIA,Industrial chemicals,-1.015381,0.013244,IND-351,IND-1997,186.92843065709016,2881.0,345523.0,3467.0,849964.0,186e5,388e9,41e10,2155.463,2056.583,997817250.0,0,1.2683168999999999,0.21155351631757008,3.7609537778780697,3.703982818152072,3.462788401383119e-4,0.21480742095205058,0.8078807813458594,-0.2148818299829039,-0.8081606302715555,2736723.0
IND,1997,352,792810.3,1948e5,4.40829,1246026.0,1871e5,6.793454,893969.5,2351e5,5.499765,905673.7,1888e5,4.648532,1.4,1.4002608,1.1902698,1.1630118,1.3139,1.2967,1.3154,1.2997,191,INDIA,Other chemicals,-0.9737483,0.0654034,IND-352,IND-1997,299.0473750180071,6477.0,440048.0,84702.0,652901.3,139e5,388e9,41e10,2155.463,2056.583,997817250.0,0,1.4597118,0.3149332628536674,17.532567374566145,18.00523541305915,4.410106159219035e-4,0.3066657293172118,5.376637560724481,-0.30680103182922425,-5.379009761132287,-453215.69999999995
IND,1997,353,4405116.0,304e8,0.1448938,370576.8,2653e6,0.1396801,712809.0,3838e6,0.1881344,457075.8,2273e6,0.2003125,1.2,1.8939272,1.2526011000000001,1.011306,1.2615,1.1408,1.3,1.0335,23,INDIA,Petroleum refineries,-0.8089783,0.3147828,IND-353,IND-1997,94.07394087458515,296.0,32835.0,107.0,123095.4,9968221.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.152106,0.1320243102631182,2.2628736677989862,2.7971994648051575,3.2906827377458144e-5,0.10680480207532994,0.24168577421074663,-0.10680831679817326,-0.2416937275845184,4034539.2
IND,1997,354,49951.8,7655652.0,6.524826,48989.76,8334736.0,5.877782,51394.09,11928996.0,4.308333,5109.51,758500.0,6.734581,1.25,1.0010323,1.0061434,1.0001754,1.248,1.1312,1.275,1.1312,8,INDIA,Miscellaneous petroleum and coal products,-1.007736,0.0274104,IND-354,IND-1997,258.4265971810082,569.0,34955.0,1743.0,65485.65,1681588.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.1313754,0.11612007826933485,33.66421230065783,33.405785146762476,3.5031464930076125e-5,0.11701838319482648,3.939331694950369,-0.1170224826638239,-3.939469700345018,962.0400000000009
IND,1997,355,124996.0,13545116.0,7.90828,321477.1,46578393.0,2.651527,104314.3,26263028.0,3.828755,257569.3,3457e5,1.279683,1.2115385,1.2570844,1.0736673,1.1642794,1.3939,1.3979,1.3936,1.3981,58,INDIA,Rubber products,-1.261448,0.5977306,IND-355,IND-1997,352.5029087384695,2697.0,145141.0,5646.0,203919.8,3877560.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.5621794,0.35986865529016704,31.02147268712599,24.591955187313303,1.4545849953987065e-4,0.45395559547847064,14.082371106303391,-0.4540216367845159,-14.084419804875097,-196481.09999999998
IND,1997,356,75354.64,11121135.0,6.906155,155979.4,84969666.0,1.889997,78533.09,25340775.0,4.904891,85920.14,43830696.0,1.7525,1.8333333,1.8498765000000001,1.2946697999999999,1.36856,1.2977,1.2887,1.3167,1.2887,51,INDIA,Plastic products,-0.5105914,1.30678,IND-356,IND-1997,200.66662332719108,4046.0,134861.0,7039.0,163328.6,3331231.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.65726,0.3965943786732317,44.20737727630309,86.58073221817502,1.351560117847231e-4,0.2024976790388955,8.951891294848187,-0.20252505151714506,-8.953101360321151,-80624.76
IND,1997,361,9138.593,765748.0,11.91486,20551.47,11068752.0,1.463718,21641.43,13786675.0,1.445636,16376.79,10310904.0,1.695459,1.7857143,1.1296205,1.342876,1.1320976,1.3529,1.2921,1.3733,1.2921,15,1,1,-3.0991896230645972,2.354076240699967,IND-361,IND-1997,132.3032882464594,661.0,26601.0,1801.0,25858.29,255774.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.4241976,0.29785024212932254,27.98833474693533,9.030855852975977,2.665919034773151e-5,0.9230943796344742,25.835874500224264,-0.9231189892393218,-25.836563282082732,-11412.877
IND,1997,362,65888.79,18196689.0,3.723619,60597.75,52258680.0,0.9836017,111768.3,40320221.0,2.717267,102214.9,14e7,0.6950906,1.2833333,1.1666042,1.1110414,1.0527753,1.3936,1.394,1.3938000000000001,1.394,65,INDIA,Glass and products,-1.034564,0.0618998,IND-362,IND-1997,109.22077104020876,572.0,47476.0,1076.0,58986.65,742372.6,388e9,41e10,2155.463,2056.583,997817250.0,0,1.4467752999999999,0.308807663498264,11.267054684112427,10.89063091709399,4.7579854928344847e-5,0.31948129157941796,3.599613182776169,-0.3194964931762135,-3.59978445999855,5291.039999999994
IND,1997,369,85815.09,56152025.0,1.37906,332824.6,209e7,0.1536569,93485.66,62120795.0,1.264445,386155.8,1798e6,0.1917082,1.3380282000000001,1.0530905,1.0912183,1.0185684,1.3808,1.3516,1.384,1.3517000000000001,78,1,1,-2.8866895897698783,2.2112658633701887,IND-369,IND-1997,254.2834125929792,10159.0,368714.0,25112.0,383964.0,5936889.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.3701683999999998,0.27016270408805215,69.18234310539091,23.965979352461655,3.695205710264079e-4,0.7798758654350605,53.95363970214203,-0.7801641521380527,-53.973584051741156,-247009.50999999998
IND,1997,371,1356447.0,2387e6,0.5683283,1262644.0,3102e6,0.4069984,1353269.0,2493e6,0.5239074,1231495.0,3847e6,0.3185413,1.0255102,1.0041244,1.0018311,1.0007947,1.2909,1.2938,1.285,1.2938,220,INDIA,Iron and steel,-1.003046,0.0591746,IND-371,IND-1997,314.94085336786674,3760.0,462287.0,4401.0,1009465.0,206e5,388e9,41e10,2155.463,2056.583,997817250.0,0,1.2945947,0.2275574741654666,15.186734166539496,15.140615850658389,4.6329826428637106e-4,0.2282506142317746,3.4663814016873173,-0.22835641136079676,-3.46798811456136,93803.0
IND,1997,372,4375831.0,656e6,6.008096,279716.2,1626e5,1.70382,1038218.0,6102e5,1.457344,295877.5,1802e5,1.662908,1.25,1.8108029,1.1035021,1.0215693,1.2631999999999999,1.3631,1.2621,1.3631,153,INDIA,Non-ferrous metals,-1.010221,0.0124016,IND-372,IND-1997,127.26700270092287,3157.0,204304.0,1578.0,315394.1,5153264.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.3846692999999999,0.2778058992136245,1.1776652251880844,1.1657500934825986,2.047509200707845e-4,0.28064535330948687,0.33050627320320636,-0.2807028274716782,-0.33057395852536586,4096114.8
IND,1997,381,349647.9,51487013.0,7.104881,696492.8,1566e6,1.965596,464028.9,1111e5,5.593339,1049657.0,3403e6,0.3191687,1.4895397,1.4037993,1.2181887,1.0951361,1.2951000000000001,1.2814999999999999,1.2966,1.2816,249,INDIA,Fabricated metal products,-0.7112926,0.4390416,IND-381,IND-1997,171.08465301072846,8213.0,278780.0,6107.0,374490.9,5079820.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.3766360999999998,0.27359161945556987,14.528386985879223,20.42533127137724,2.79389838169264e-4,0.19460369434076288,2.8272777802643576,-0.19465807983018496,-2.8280679137010982,-346844.9
IND,1997,382,4523540.0,1404e5,13.10469,1166775.0,1071e5,5.977641,5927347.0,3745e5,11.76506,1352570.0,2024e5,3.943948,1.1448692,1.1446596,1.059905,1.1033897,1.2183,1.2069,1.2298,1.207,529,INDIA,Machinery  except electrical,-0.8779035,0.1503321,IND-382,IND-1997,81.7383840433093,8581.0,484526.0,9317.0,943924.1,113e5,388e9,41e10,2155.463,2056.583,997817250.0,0,1.3102897,0.23680999705637615,2.498043567648346,2.845464869029849,4.855859126508386e-4,0.20789632525078233,0.5193340780304453,-0.20799732582207053,-0.5195863818578805,3356765.0
IND,1997,383,1783562.0,1064e6,14.93147,622661.6,4588e5,4.996651,2672537.0,1884e6,18.79585,858995.6,9542e5,5.419126,1.3640351,1.348585,1.1613271,1.1951035,1.2937,1.2512,1.3112,1.2512,259,INDIA,Machinery  electric,-3.702695,3.281635,IND-383,IND-1997,189.9382753987128,5634.0,426718.0,33228.0,867918.9,122e5,388e9,41e10,2155.463,2056.583,997817250.0,0,1.4463035000000002,0.3085821890080472,6.840244409782223,1.8473691216214738,4.276514562160556e-4,1.142585728329151,7.815565640900424,-1.1430745658317927,-7.818909408895161,1160900.4
IND,1997,384,1042975.0,48617772.0,10.02337,894032.9,1071e5,2.847053,1311737.0,2535e5,3.341618,1081505.0,3085e5,2.894099,1.4230768999999999,1.3180973,1.194404,1.0648251,1.3225,1.1806,1.3112,1.1806,137,INDIA,Transport equipment,-0.9352285,0.0676627,IND-384,IND-1997,195.8773509913371,6133.0,867849.0,9586.0,1609493.0,158e5,388e9,41e10,2155.463,2056.583,997817250.0,0,1.2454251,0.19706130862466162,15.148972890050096,16.198151457157365,8.69747441227339e-4,0.18429735207307937,2.7919155902630974,-0.1844577837585178,-2.794345965516509,148942.09999999998
IND,1997,385,698390.1,1297e5,41.10448,127257.9,1463e5,9.673315,901621.6,52420967.0,58.50639,152421.8,52712055.0,15.08586,1.2592593,1.0895034,1.0685685,1.0377557,1.2565,1.2185000000000001,1.2865,1.2185000000000001,200,INDIA,Professional and scientific equipment,-0.9370424,0.0378786,IND-385,IND-1997,120.10384014142952,842.0,59803.0,6913.0,103075.2,976942.3,388e9,41e10,2155.463,2056.583,997817250.0,0,1.2562557,0.2039837112778872,1.3988490100303541,1.4928342730599533,5.993382054679853e-5,0.19114138637673847,0.26737793910893004,-0.1911528428969217,-0.2673939650508467,571132.2
IND,1997,390,3657547.0,1109e5,6.761337,5520466.0,4869e5,8.763041,3931745.0,2554e5,23.3456,5699905.0,3954e5,7.325326,1.5410959,1.9317255,1.2221103,1.1817101,1.3368,1.0493,1.3474,1.0493,175,INDIA,Other manufactured products,-1.031944,0.026794,IND-390,IND-1997,154.59060693866522,1402.0,88580.0,14232.0,115467.3,2070646.0,388e9,41e10,2155.463,2056.583,997817250.0,0,1.2310101,0.18765898021470334,0.5661297038698341,0.5486050637145369,8.877377094853792e-5,0.19365355867868186,0.1096330318281017,-0.1936707515616204,-0.10964276522982835,-1862919.0
IRL,1999,311,2264449.0,3603e6,0.641653,5365360.0,2391e6,2.056836,2236332.0,3702e6,0.5583057,6466586.0,2424e6,1.897135,1.2265372,1.0777232,1.5392005,1.6816058,1.0801,1.0665,1.0954,1.1001,2024,IRELAND,Food products,-1.056148,0.0268697,IRL-311,IRL-1999,161.0,488.5449786238101,42562.0,10909.705673978668,725439.3,157e5,861e8,955e8,27835.68,27241.85,3788816.0,0,1.7481058,0.4279522440804212,6.9332539615597435,6.564661355756715,0.011233588540588934,0.45198090668104873,3.133698411795746,-0.4571159592829702,-3.1693010355908355,-3100911.0
IRL,1999,313,457572.4,31993796.0,2.387417,803856.5,1748e5,3.100447,454152.5,3872e5,1.124735,839329.2,4117e5,2.026066,1.0,1.0,1.0,1.0,1.0261,1.0305,1.1011,1.106,277,IRELAND,Beverages,-1.198095,0.1089987,IRL-313,IRL-1999,161.0,298.4387463504158,6483.0,1081.895388247754,161691.0,2080598.0,861e8,955e8,27835.68,27241.85,3788816.0,0,1.0305,0.029597282872392015,4.547035616658697,3.7952212609673666,0.001711088635605424,0.035460356622998554,0.16123950454419353,-0.03552113643587773,-0.161515872518129,-346284.1
IRL,1999,314,56258.29,6217172.0,9.048856,63082.86,4261521.0,14.8029,43904.2,32552753.0,12.41011,39579.79,48440558.0,14.90955,1.0,1.0,1.0,1.0,1.3192,1.3485,1.498,1.4593,8,IRELAND,Tobacco,-0.9992471,0.0478181,IRL-314,IRL-1999,108.0,112.97777717469951,1073.0,48.550083529131456,25434.94,217549.0,861e8,955e8,27835.68,27241.85,3788816.0,0,1.3485,0.25843529847979235,3.866967872645969,3.8698815064321614,2.8320192904590777e-4,0.258240722543567,0.9986085774848552,-0.2583138775319833,-0.9988914654747849,-6824.57
IRL,1999,321,560336.8,85579655.0,5.719489,357034.9,55087328.0,5.619091,625332.3,1337e5,4.681168,427367.8,1072e5,3.957917,1.8123752,1.7934359,1.4577972,1.5460998,1.064,1.0719,1.0772,1.0799,1268,IRELAND,Textiles,-1.26133,0.2148091,IRL-321,IRL-1999,90.0,81.5566200770036,7215.0,580.2111908394669,89989.66,586710.4,861e8,955e8,27835.68,27241.85,3788816.0,0,1.6179998,0.3819529520337394,1.0470674066026004,0.830129630312924,0.0019042888332397245,0.48176871698871665,0.5044443210796378,-0.48268789415549684,-0.5054067615318666,203301.90000000002
IRL,1999,322,821494.7,16991168.0,23.95937,299435.2,12962777.0,14.44404,907502.9,1875e5,19.33447,270351.9,13062546.0,22.24805,1.9140625,1.9679924,1.2972213,1.0970678,1.085,1.0888,1.1138,1.1173,508,IRELAND,Wearing apparel  except footwear,-1.001884,0.0508478,IRL-322,IRL-1999,91.0,522.4779314770308,5420.0,2854.439112815035,50680.25,231966.8,861e8,955e8,27835.68,27241.85,3788816.0,0,1.1858678,0.15673568335357452,0.28237163307322616,0.2818406452974857,0.0014305260535217334,0.1570309733810126,0.04434109239667484,-0.15725593208893673,-0.04440461435440542,522059.49999999994
IRL,1999,323,70889.52,6366020.0,11.13561,72789.4,17456245.0,4.16982,82628.44,11644266.0,13.73318,59762.26,13143541.0,4.273372,1.6153846,1.3283599,1.0563809,1.0184337,1.0229,1.0352,1.0297,1.0415,132,IRELAND,Leather products,-1.035581,0.2580406,IRL-323,IRL-1999,83.0,103.77973814017969,425.0,112.03817472029763,4894.367,63800.43,861e8,955e8,27835.68,27241.85,3788816.0,0,1.0536337,0.05090355405298825,0.8999980533088671,0.8690754787011996,1.1217224589423187e-4,0.052714753409747676,0.04744317544942987,-0.052720667205393104,-0.04744849785399842,-1899.87999999999
IRL,1999,324,208610.4,2307783.1988757644,23.227828023681585,23033.35,200047.9483279633,61.814156758280426,230175.6,9207355.0,23.2377,37577.49,1298215.0,28.80461,1.6666667,1.9066809999999998,1.5895944,1.3866594,1.0658,1.078,1.0932,1.0996,98,IRELAND,Footwear  except rubber or plastic,-0.9041143,0.1363757,IRL-324,IRL-1999,83.0,25.59783582092847,484.0,42.206821093453634,4947.636,22546.69,861e8,955e8,27835.68,27241.85,3788816.0,0,1.4646594000000002,0.31724740919288136,0.10808037374934328,0.11954282080190887,1.2774439297131348e-4,0.28682791928923557,0.031000468718527047,-0.286864564628909,-0.031004429360535126,185577.05
IRL,1999,331,390836.3,4762e5,0.8207216,90658.77,2444e5,0.3708567,504823.1,813e6,0.5951861,152244.0,2968e5,0.5102943,1.2765957000000001,1.4808413,1.262905082229326,1.1551160483003298,1.0168,1.0163,1.029,1.0196,184,IRELAND,Wood products  except furniture,-0.9039091,0.1048989,IRL-331,IRL-1999,174.0,107.56946105892595,5587.0,72.65401242573502,85818.7,721814.8,861e8,955e8,27835.68,27241.85,3788816.0,1,1.1714160483003297,0.14633233730154754,1.8468468768126196,2.0431776567053253,0.001474603147790761,0.1322711313111382,0.2442845257544475,-0.13246646678002882,-0.24464528045509887,300177.52999999997
IRL,1999,332,228170.6,52676768.0,4.331522,100871.3,24126898.0,4.180865,340855.2,1339e5,2.347797,133168.1,13997241.0,6.092805,1.0,1.0,1.0,1.0,1.0088,1.0097,1.0178,1.0126,50,IRELAND,Furniture  except metal,-1.00079,0.0077773,IRL-332,IRL-1999,135.0,194.15918994333177,3497.0,143.37114707435558,37663.4,253160.5,861e8,955e8,27835.68,27241.85,3788816.0,0,1.0097,0.009606813905120373,1.1095228745508843,1.1086470433866087,9.22979632687362e-4,0.00961440328810546,0.010667400373310244,-0.009623285384514863,-0.010677255262450443,127299.3
IRL,1999,341,819923.4,6661e5,1.230931,252386.7,3703e5,0.6815054,876274.8,109e7,0.8625941,237949.0,3546e5,0.6577278,1.0,1.0,1.0,1.0,1.0303,1.02,1.0377,1.0221,230,IRELAND,Paper and products,-1.103369,0.0717826,IRL-341,IRL-1999,131.0,254.77377476606821,3801.0,76.72369443629364,69124.15,565970.6,861e8,955e8,27835.68,27241.85,3788816.0,0,1.02,0.01960784313725492,0.6902725303363704,0.6256044263853437,0.0010032157803387654,0.02163468627450985,0.014933829637739456,-0.021656412329103904,-0.01494882653641832,567536.7
IRL,1999,342,397300.7,54984536.0,7.225681,255343.7,22661763.0,11.2676,378293.8,1349e5,4.050805,310793.0,34930778.0,9.169896,1.0,1.0,1.0,1.0,1.0175,1.0134,1.0277,1.0152,37,IRELAND,Printing and publishing,-1.07747,0.153406,IRL-342,IRL-1999,338.0,253.5389529678858,11284.0,1375.4792398480806,565876.9,2640906.0,861e8,955e8,27835.68,27241.85,3788816.0,0,1.0134,0.013222814288533726,6.647121437238847,6.169193979636415,0.0029782391121659113,0.01424718571146649,0.0947027735630119,-0.014289743985908102,-0.09498566358138463,141957.0
